travelCosts,improvements,steps,pI,pR,maxCosts
63.66703205623387,451.13716451856976,5100,0.1,0.002,2.0
62.450566432611325,460.3913562946968,5200,0.1,0.002,2.0
61.68267149120125,464.14384458878084,5300,0.1,0.002,2.0
61.66350188254713,470.66326388444,5400,0.1,0.002,2.0
61.211757921416925,468.40850674177204,5500,0.1,0.002,2.0
61.098890978000476,469.0892384421484,5600,0.1,0.002,2.0
61.03644885496114,472.99776934663294,5700,0.1,0.002,2.0
60.05569340008944,486.3401182299621,5800,0.1,0.002,2.0
61.26078078378003,481.4306924329832,5900,0.1,0.002,2.0
60.60235648735003,481.9980763015807,6000,0.1,0.002,2.0
61.328059903718724,482.36965578258986,6100,0.1,0.002,2.0
61.51201133561908,483.2110913463707,6200,0.1,0.002,2.0
60.97241719780414,491.4911118753202,6300,0.1,0.002,2.0
59.58632995882491,502.4908947271905,6400,0.1,0.002,2.0
60.131526620519416,499.4872889323068,6500,0.1,0.002,2.0
60.556075776643475,499.39626586799113,6600,0.1,0.002,2.0
60.24236888649479,496.7878779833633,6700,0.1,0.002,2.0
59.54480319000241,501.80845190930734,6800,0.1,0.002,2.0
60.02449790538468,503.6174154624397,6900,0.1,0.002,2.0
60.83935665819705,500.3692151763187,7000,0.1,0.002,2.0
60.3809472589476,503.3868536080508,7100,0.1,0.002,2.0
60.35179532982048,502.67818711388156,7200,0.1,0.002,2.0
60.916796945692894,502.30700510732976,7300,0.1,0.002,2.0
60.49513682591332,507.963435330097,7400,0.1,0.002,2.0
59.990561530465584,512.5325964438931,7500,0.1,0.002,2.0
60.67714868836262,509.53485161135745,7600,0.1,0.002,2.0
61.904580126454825,496.7533256259791,7700,0.1,0.002,2.0
61.54688695010507,498.1388273784452,7800,0.1,0.002,2.0
59.95206068643527,510.19028766205207,7900,0.1,0.002,2.0
59.83787283639037,511.0919323948055,8000,0.1,0.002,2.0
60.047576202773726,513.0359527014353,8100,0.1,0.002,2.0
60.715936243272154,511.9624476825877,8200,0.1,0.002,2.0
60.72499334369198,509.800170726062,8300,0.1,0.002,2.0
60.233044843242176,509.06549797573336,8400,0.1,0.002,2.0
60.13765413578624,515.9663716133134,8500,0.1,0.002,2.0
60.22174264164917,513.8441304557384,8600,0.1,0.002,2.0
60.01824825465464,521.6362823403105,8700,0.1,0.002,2.0
58.57692427039614,525.2164539344747,8800,0.1,0.002,2.0
59.41893677908755,510.44314084232315,8900,0.1,0.002,2.0
59.3442720698115,509.25607220858814,9000,0.1,0.002,2.0
59.04631788774773,509.2337376080101,9100,0.1,0.002,2.0
59.39027323237719,512.5155565450012,9200,0.1,0.002,2.0
59.72447291144423,510.2618718912933,9300,0.1,0.002,2.0
58.92475801706989,510.9834491468242,9400,0.1,0.002,2.0
59.497190652954124,504.814523779066,9500,0.1,0.002,2.0
59.29018606050712,506.0202435912648,9600,0.1,0.002,2.0
59.52940362692337,498.13007039640695,9700,0.1,0.002,2.0
58.953842527035135,508.20317557367287,9800,0.1,0.002,2.0
58.29673338990748,511.58806769288185,9900,0.1,0.002,2.0
58.34579671741273,514.0582734220288,10000,0.1,0.002,2.0
93.36270928741386,0.0,0,0.1,0.004,2.0
92.03787843307475,22.13967390240049,100,0.1,0.004,2.0
90.65417089111838,28.992576074559157,200,0.1,0.004,2.0
90.1884310352078,31.32918803910308,300,0.1,0.004,2.0
87.78693265534959,53.7984033398959,400,0.1,0.004,2.0
86.57078214212237,59.46766703742931,500,0.1,0.004,2.0
85.4490142377855,67.15268973741426,600,0.1,0.004,2.0
83.83492768677544,81.10129960125853,700,0.1,0.004,2.0
82.17573758618148,96.668986454874,800,0.1,0.004,2.0
81.41965087628407,108.80706985308048,900,0.1,0.004,2.0
81.27396501733385,103.94292270249571,1000,0.1,0.004,2.0
80.95925771104925,116.69453824954222,1100,0.1,0.004,2.0
81.00096562118438,108.67347848887344,1200,0.1,0.004,2.0
80.8503307151679,111.6517515224897,1300,0.1,0.004,2.0
81.81132470995652,98.21747111119055,1400,0.1,0.004,2.0
83.14945940630132,90.41538245058219,1500,0.1,0.004,2.0
81.92185036166354,103.11036739817875,1600,0.1,0.004,2.0
81.88983610376935,88.92549899031125,1700,0.1,0.004,2.0
80.882077237917,116.01587039969085,1800,0.1,0.004,2.0
80.6002619646185,103.87099176848841,1900,0.1,0.004,2.0
80.33055959729894,107.1191772924121,2000,0.1,0.004,2.0
